p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
RRAS21	4.96994537449929e-54	0.527653030516185	0.208	0.065	1.06664967627504e-49	NK cells	RRAS2
AGAP21	7.27950581438009e-54	0.470612252337635	0.158	0.037	1.56232753788226e-49	NK cells	AGAP2
ENSMMUG000000163053	9.29286710685487e-54	0.610728740542305	0.324	0.16	1.99443513847319e-49	NK cells	ENSMMUG00000016305
SMPDL3A4	1.48187556795106e-53	0.541110383008964	0.239	0.114	3.18040134393657e-49	NK cells	SMPDL3A
USP441	2.10569463391256e-53	0.43665329366057	0.167	0.043	4.51924182330315e-49	NK cells	USP44
RHOG9	2.29823602804999e-53	0.507379102827087	0.623	0.396	4.93247416340089e-49	NK cells	RHOG
SF3A11	2.99834206980876e-53	0.545662732945948	0.43	0.291	6.43504175022357e-49	NK cells	SF3A1
URI11	3.10694429668125e-53	0.563473816672757	0.311	0.157	6.66812384953731e-49	NK cells	URI1
SLC9A94	3.51114887216666e-53	0.47946702424104	0.212	0.065	7.53562770944409e-49	NK cells	SLC9A9
PPP4C1	5.76687074264259e-53	0.497298833210283	0.605	0.45	1.23768579878595e-48	NK cells	PPP4C
DNAJB142	1.48793315511249e-52	0.57323422977424	0.368	0.199	3.19340213750242e-48	NK cells	DNAJB14
ENSMMUG000000220752	2.26161139479155e-52	0.603467442637945	0.468	0.301	4.85387037550162e-48	NK cells	ENSMMUG00000022075
IFI27L25	2.52895119251315e-52	0.494307347955908	0.799	0.647	5.42763504937173e-48	NK cells	IFI27L2
RAB1B2	4.09296018771258e-52	0.512950898865125	0.561	0.408	8.78431115486874e-48	NK cells	RAB1B
TPD522	5.15647796112155e-52	0.511913564914743	0.264	0.147	1.10668330001591e-47	NK cells	TPD52
ENSMMUG000000006714	5.85206734317334e-52	0.566447180535736	0.534	0.38	1.25597069319186e-47	NK cells	ENSMMUG00000000671
CAMSAP1	5.9121850107441e-52	0.405316212497712	0.134	0.03	1.2688731470059e-47	NK cells	CAMSAP1
CAPZA16	6.65661943290685e-52	0.552283932251906	0.514	0.347	1.42864366269047e-47	NK cells	CAPZA1
WDR112	1.25252787303676e-51	0.541346956810164	0.528	0.359	2.6881753211115e-47	NK cells	WDR1
PRAM12	1.26896154762072e-51	0.414038348927773	0.125	0.039	2.7234452735036e-47	NK cells	PRAM1
ELOVL53	1.80881050368525e-51	0.529473709883068	0.469	0.344	3.88206910300928e-47	NK cells	ELOVL5
ATP5F1A5	3.6732487111844e-51	0.484168496800323	0.722	0.567	7.88352638394396e-47	NK cells	ATP5F1A
AGPS2	3.71667486931961e-51	0.570309878443679	0.34	0.201	7.97672760453374e-47	NK cells	AGPS
FLI12	4.01978831287723e-51	0.389902576200451	0.432	0.22	8.62726967709712e-47	NK cells	FLI1
ELF12	7.72536834600705e-51	0.532541742032982	0.553	0.379	1.65801855442003e-46	NK cells	ELF1
RAP2B4	1.48036291859891e-50	0.558303971979981	0.375	0.207	3.17715489589699e-46	NK cells	RAP2B
UBAC22	1.75711346924193e-50	0.560071950415245	0.347	0.191	3.77111692768704e-46	NK cells	UBAC2
KIAA00401	1.90353656537135e-50	0.416925315115422	0.459	0.244	4.0853701766e-46	NK cells	KIAA0040
ARPC39	2.15750212229682e-50	0.37271872333347	0.858	0.67	4.63043105487343e-46	NK cells	ARPC3
PRKACB1	2.51831785010859e-50	0.572773495096484	0.357	0.207	5.40481376990307e-46	NK cells	PRKACB
NCL3	2.54360542196434e-50	0.486992181317565	0.812	0.658	5.45908595661988e-46	NK cells	NCL
PDAP12	4.29699505990227e-50	0.548906131351752	0.429	0.311	9.22221079756225e-46	NK cells	PDAP1
ATP2B41	6.31473961700209e-50	0.409119362088207	0.495	0.275	1.35526941660099e-45	NK cells	ATP2B4
ELF43	6.46849427717965e-50	0.543937798335773	0.288	0.141	1.3882682417683e-45	NK cells	ELF4
CMIP8	6.76343989325619e-50	0.558686526218835	0.321	0.182	1.45156946989064e-45	NK cells	CMIP
RINL	7.7154115646476e-50	0.412794162752353	0.134	0.029	1.65588163000467e-45	NK cells	RINL
TWF29	8.60151084009643e-50	0.474312144542688	0.573	0.349	1.8460562565015e-45	NK cells	TWF2
POLR3GL2	2.00755845006076e-49	0.535954769495332	0.362	0.224	4.3086219455204e-45	NK cells	POLR3GL
TRIR2	2.58744925878793e-49	0.448119915675781	0.79	0.631	5.55318359921067e-45	NK cells	TRIR
KDM5A2	2.93932952843191e-49	0.540363082976222	0.403	0.242	6.30838903392057e-45	NK cells	KDM5A
INKA12	3.15352102628349e-49	0.494423806650612	0.327	0.145	6.76808682660963e-45	NK cells	INKA1
CD961	3.34931506405673e-49	0.351833668416874	0.157	0.048	7.18829999047856e-45	NK cells	CD96
ENSMMUG000000314261	3.86004167991681e-49	0.50776632532879	0.239	0.119	8.28442145343746e-45	NK cells	ENSMMUG00000031426
ZNF1481	4.52342712818189e-49	0.551590226544334	0.367	0.209	9.70817930250397e-45	NK cells	ZNF148
DIPK1A1	6.804092452259e-49	0.460889004992628	0.171	0.067	1.46029432210383e-44	NK cells	DIPK1A
BBC3	9.68571986729159e-49	0.452058415351065	0.162	0.048	2.07874919791812e-44	NK cells	BBC3
DENND2D2	1.98673039506704e-48	0.508138946058445	0.223	0.122	4.26392077389289e-44	NK cells	DENND2D
COMMD71	2.04543381671645e-48	0.516558214431714	0.391	0.252	4.38991005743685e-44	NK cells	COMMD7
ENSMMUG000000182403	4.8018470604273e-48	0.449082599343875	0.879	0.711	1.03057241610891e-43	NK cells	ENSMMUG00000018240
RPA21	5.6912689181124e-48	0.501555126261666	0.257	0.129	1.22146013520528e-43	NK cells	RPA2
DCAF51	6.35676809316604e-48	0.51681399242601	0.481	0.317	1.3642895681553e-43	NK cells	DCAF5
CPNE12	7.04631821472149e-48	0.517043596433244	0.49	0.344	1.51228081524353e-43	NK cells	CPNE1
GPX48	7.27595044099491e-48	0.316186238634792	0.856	0.665	1.56156448364633e-43	NK cells	GPX4
PPP3CA4	8.125287376809e-48	0.541764201341846	0.445	0.293	1.74384917681075e-43	NK cells	PPP3CA
SUMO31	8.82742772454477e-48	0.5184844861552	0.409	0.269	1.8945425382418e-43	NK cells	SUMO3
MAP4K14	1.20374129513052e-47	0.555775301060827	0.309	0.148	2.58346956760913e-43	NK cells	MAP4K1
C11H12orf454	1.30135722627483e-47	0.478317126439803	0.395	0.321	2.79297287903105e-43	NK cells	C11H12orf45
ZNF4931	1.92797664003428e-47	0.496126005022993	0.258	0.101	4.13782346484157e-43	NK cells	ZNF493
CCM22	4.97372377269043e-47	0.527690559086048	0.41	0.236	1.06746059609482e-42	NK cells	CCM2
ARHGAP48	6.7472996688944e-47	0.440198903657833	0.47	0.262	1.44810545493812e-42	NK cells	ARHGAP4
ABHD14B1	9.03940734685884e-47	0.455049337962461	0.3	0.219	1.94003760478284e-42	NK cells	ABHD14B
SLC20A14	1.6100572089468e-46	0.535243232037668	0.328	0.162	3.45550478184163e-42	NK cells	SLC20A1
SERF24	1.78391703979878e-46	0.539522798386925	0.425	0.29	3.82864275081615e-42	NK cells	SERF2
BCAP313	2.08530860238171e-46	0.449627217783886	0.662	0.491	4.47548932243163e-42	NK cells	BCAP31
ARRB25	3.32223182318521e-46	0.495208243103241	0.546	0.36	7.1301739389201e-42	NK cells	ARRB2
CHID1	3.52834127515559e-46	0.384953198119853	0.267	0.217	7.57252604473893e-42	NK cells	CHID1
G3BP11	3.79290451178655e-46	0.478329248184832	0.571	0.44	8.14033166319628e-42	NK cells	G3BP1
SLCO3A11	9.94308385932344e-46	0.501591100996406	0.261	0.113	2.133984657888e-41	NK cells	SLCO3A1
DDX61	1.1565195461926e-45	0.499834139206614	0.429	0.256	2.48212225003857e-41	NK cells	DDX6
RORA1	1.64171773433786e-45	0.527782379761936	0.263	0.107	3.52345460143592e-41	NK cells	RORA
SSR22	1.70328018642158e-45	0.434832000819044	0.782	0.622	3.655579936098e-41	NK cells	SSR2
AKAP51	1.72331396991002e-45	0.433289111988055	0.143	0.036	3.69857644222089e-41	NK cells	AKAP5
HNRNPD5	1.87890058906754e-45	0.454101295409291	0.654	0.523	4.03249644425675e-41	NK cells	HNRNPD
CCNJL	2.93903482754004e-45	0.329498481863855	0.103	0.039	6.30775654686643e-41	NK cells	CCNJL
EHD15	3.17361202842525e-45	0.503734846045884	0.321	0.156	6.81120613540627e-41	NK cells	EHD1
LPAR22	3.35406485746076e-45	0.463061085880043	0.166	0.052	7.19849399708229e-41	NK cells	LPAR2
ADD11	4.40118975319249e-45	0.497685820668875	0.512	0.352	9.44583344830173e-41	NK cells	ADD1
ARL6IP52	5.02653132087007e-45	0.459479568386088	0.665	0.525	1.07879415208513e-40	NK cells	ARL6IP5
DPEP23	5.2247863365217e-45	0.449106910786397	0.158	0.047	1.12134364354429e-40	NK cells	DPEP2
AKAP134	7.06898809174631e-45	0.476475113276186	0.629	0.479	1.51714622425059e-40	NK cells	AKAP13
SLC41A13	7.08333117319205e-45	0.508438418787764	0.255	0.146	1.52022453639048e-40	NK cells	SLC41A1
TMED101	9.36941897436424e-45	0.487003854139122	0.529	0.412	2.01086470027805e-40	NK cells	TMED10
GRK26	9.46454598447938e-45	0.541145390069977	0.376	0.22	2.03128085918897e-40	NK cells	GRK2
ENSMMUG000000140831	1.04292705022098e-44	0.443825407321772	0.216	0.14	2.23833003518426e-40	NK cells	ENSMMUG00000014083
BHLHE408	2.43763837505276e-44	0.48560712237585	0.554	0.358	5.23165948053824e-40	NK cells	BHLHE40
TMX41	2.78623201949989e-44	0.526675714887396	0.342	0.198	5.97981116025066e-40	NK cells	TMX4
SLC37A13	2.9619592958785e-44	0.416262736981212	0.144	0.057	6.35695704081445e-40	NK cells	SLC37A1
STK42	3.68042361851032e-44	0.42310854201995	0.537	0.339	7.89892517004685e-40	NK cells	STK4
EHBP1	5.33580505840388e-44	0.508318278555313	0.249	0.122	1.14517048163464e-39	NK cells	EHBP1
TMEM1811	9.65974216592933e-44	0.412452574774144	0.159	0.046	2.07317386365175e-39	NK cells	TMEM181
SMCHD14	1.23669528657834e-43	0.473326552844451	0.52	0.344	2.65419542405443e-39	NK cells	SMCHD1
EML43	1.30426795600028e-43	0.453985419925193	0.69	0.504	2.7992198871678e-39	NK cells	EML4
PTPN28	1.67541439769069e-43	0.500390389278667	0.391	0.292	3.59577438032376e-39	NK cells	PTPN2
NRM2	1.7942723023392e-43	0.456336517232048	0.295	0.131	3.85086721528039e-39	NK cells	NRM
ENSMMUG000000062833	1.89450227474859e-43	0.653674244696497	0.667	0.594	4.06598078206543e-39	NK cells	ENSMMUG00000006283
STX101	2.60283695499775e-43	0.482793170714521	0.317	0.191	5.58620867281617e-39	NK cells	STX10
PDE3B2	3.08944996473612e-43	0.487190191223959	0.239	0.097	6.63057751431666e-39	NK cells	PDE3B
HNRNPC3	3.75815353180183e-43	0.476729215203437	0.551	0.427	8.06574910995309e-39	NK cells	HNRNPC
ENSMMUG000000583893	3.87647911289606e-43	0.470575244595183	0.449	0.348	8.31969947209752e-39	NK cells	ENSMMUG00000058389
EIF3E3	4.22406614416798e-43	0.449735415769352	0.614	0.496	9.06569075861333e-39	NK cells	EIF3E
LIMK14	4.28550606577003e-43	0.383694863540424	0.144	0.066	9.19755311835565e-39	NK cells	LIMK1
DGKD	6.0953415011683e-43	0.504996130785721	0.237	0.117	1.30818219298074e-38	NK cells	DGKD
NPM15	7.283817892001e-43	0.410653052540012	0.833	0.669	1.56325299598125e-38	NK cells	NPM1
RHOH2	7.37497527911097e-43	0.436125914608201	0.301	0.134	1.5828171944028e-38	NK cells	RHOH
PSME14	7.73025766970985e-43	0.413124856272458	0.865	0.743	1.65906790107313e-38	NK cells	PSME1
TMEM2192	8.70123512247421e-43	0.459996335399043	0.553	0.431	1.86745908198541e-38	NK cells	TMEM219
SETD22	1.15452875480295e-42	0.508932932587569	0.375	0.227	2.47784961355809e-38	NK cells	SETD2
CDK2AP24	1.77966620273598e-42	0.48795537267549	0.468	0.36	3.81951960431195e-38	NK cells	CDK2AP2
PCBP15	2.42144719910272e-42	0.380369443819198	0.856	0.714	5.19690997871426e-38	NK cells	PCBP1
TTC132	2.80493789759633e-42	0.45703958345846	0.215	0.09	6.01995771582124e-38	NK cells	TTC13
SLC25A391	3.37195895423179e-42	0.431028258575164	0.251	0.172	7.23689830757227e-38	NK cells	SLC25A39
NBEAL22	5.0955628361468e-42	0.48354314631874	0.266	0.115	1.09360969589383e-37	NK cells	NBEAL2
NSD12	6.69441436164424e-42	0.486916331667027	0.407	0.264	1.43675521029609e-37	NK cells	NSD1
RAB8B2	7.4381499133853e-42	0.49649138361499	0.363	0.198	1.59637573441075e-37	NK cells	RAB8B
HIC11	7.61305136610404e-42	0.272195108782223	0.14	0.041	1.63391308419325e-37	NK cells	HIC1
UNC1194	7.78275101634342e-42	0.430177189913194	0.325	0.25	1.67033402312762e-37	NK cells	UNC119
UNC13D4	1.33527262987757e-41	0.498249529850293	0.269	0.132	2.86576211824324e-37	NK cells	UNC13D
SNTB11	1.49637143452673e-41	0.475430565081491	0.234	0.129	3.21151237278127e-37	NK cells	SNTB1
SLAMF74	2.76245572801155e-41	0.426348408781602	0.181	0.059	5.92878248345838e-37	NK cells	SLAMF7
PGAM14	3.26069541216512e-41	0.437831784196262	0.387	0.299	6.99810449358879e-37	NK cells	PGAM1
CAB392	4.74259850944569e-41	0.477786701051096	0.452	0.323	1.01785649209723e-36	NK cells	CAB39
BIRC62	5.54673116135148e-41	0.505887186056166	0.401	0.268	1.19043944184925e-36	NK cells	BIRC6
SLC25A45	5.95519965194346e-41	0.459313323083055	0.554	0.424	1.27810494930011e-36	NK cells	SLC25A4
PLP26	6.92485979135681e-41	0.480580468340801	0.602	0.429	1.486213408421e-36	NK cells	PLP2
ME27	7.36132428351922e-41	0.509349094456303	0.291	0.171	1.5798874177289e-36	NK cells	ME2
TBC1D22A6	8.16794412391172e-41	0.476394324206125	0.284	0.177	1.75300416787393e-36	NK cells	TBC1D22A
PNPLA64	9.42505737463046e-41	0.496033579677357	0.324	0.199	2.02280581374319e-36	NK cells	PNPLA6
MAT2B1	1.29240473288402e-40	0.468605555076782	0.386	0.272	2.77375903771568e-36	NK cells	MAT2B
ST6GALNAC42	1.37723102220847e-40	0.329365099044751	0.278	0.255	2.95581321986383e-36	NK cells	ST6GALNAC4
ADA4	1.37931754080473e-40	0.424396415601663	0.31	0.145	2.96029130607511e-36	NK cells	ADA
ENSMMUG00000061521	1.52649515723859e-40	0.37560971929463	0.128	0.033	3.27616390646547e-36	NK cells	ENSMMUG00000061521
AP1S12	1.58101802900601e-40	0.41833135999587	0.293	0.21	3.39318089385269e-36	NK cells	AP1S1
KAT6B1	1.9833499408082e-40	0.484540145729012	0.373	0.212	4.25666564296256e-36	NK cells	KAT6B
GMPS1	2.20967138538268e-40	0.453949287957756	0.286	0.164	4.7423967273083e-36	NK cells	GMPS
CCDC88C3	2.97918771668255e-40	0.474869787943333	0.301	0.143	6.39393267754409e-36	NK cells	CCDC88C
KCTD51	3.08959249561311e-40	0.428710371695762	0.191	0.081	6.63088341408485e-36	NK cells	KCTD5
MYCBP22	3.49324054686076e-40	0.48447653545145	0.414	0.258	7.49719286167257e-36	NK cells	MYCBP2
CBX31	3.53302581496878e-40	0.451391460178919	0.532	0.403	7.58258000408599e-36	NK cells	CBX3
ENSMMUG000000408384	3.95107647838208e-40	0.488489243429088	0.262	0.141	8.47980033790363e-36	NK cells	ENSMMUG00000040838
ENSMMUG00000011604	4.17001756422777e-40	0.442076242235775	0.281	0.201	8.94969169634565e-36	NK cells	ENSMMUG00000011604
RAPGEF17	4.70266993594832e-40	0.477747657036951	0.315	0.164	1.00928702165323e-35	NK cells	RAPGEF1
SARAF8	4.9509872193359e-40	0.441328064828637	0.687	0.541	1.06258087701387e-35	NK cells	SARAF
FBXO341	6.48367197007025e-40	0.511882993214065	0.298	0.179	1.39152567821648e-35	NK cells	FBXO34
ZNF2921	1.678074216344e-39	0.504717283196322	0.418	0.268	3.60148288311749e-35	NK cells	ZNF292
CD2BP21	1.90981684490322e-39	0.446546364692382	0.306	0.204	4.09884891253128e-35	NK cells	CD2BP2
RNF1251	1.97572387548129e-39	0.322891320025847	0.155	0.047	4.24029858155795e-35	NK cells	RNF125
TFDP23	4.48558357130576e-39	0.458641350896707	0.274	0.159	9.62695946073643e-35	NK cells	TFDP2
BTBD1	5.03327954694821e-39	0.430241497618144	0.259	0.165	1.08024245636603e-34	NK cells	BTBD1
PCYT22	5.67685701324486e-39	0.399300041818417	0.265	0.191	1.21836705218261e-34	NK cells	PCYT2
HSPH17	9.22392004898613e-39	0.451643122300225	0.63	0.457	1.9796377209134e-34	NK cells	HSPH1
ATP5MPL4	9.25794802435242e-39	0.385585152679783	0.829	0.678	1.98694080498652e-34	NK cells	ATP5MPL
ATP10D1	9.63915287611992e-39	0.47732583424609	0.241	0.131	2.06875499027286e-34	NK cells	ATP10D
STK383	1.24321216571832e-38	0.480297986122863	0.418	0.244	2.66818195006467e-34	NK cells	STK38
FOXN21	1.44659304371239e-38	0.495590993020762	0.395	0.242	3.10467799041554e-34	NK cells	FOXN2
HNRNPR2	1.56474728568038e-38	0.434584233050839	0.482	0.366	3.35826062452722e-34	NK cells	HNRNPR
CENPK	1.58582526680971e-38	0.38230973326886	0.118	0.034	3.40349818762701e-34	NK cells	CENPK
CDKN2C1	1.58632344955546e-38	0.351386023240412	0.116	0.036	3.40456738743592e-34	NK cells	CDKN2C
TBC1D10A2	2.73602405373325e-38	0.45770820817785	0.292	0.165	5.8720548241223e-34	NK cells	TBC1D10A
ENSMMUG00000050761	3.18180066271795e-38	0.619973319558712	0.185	0.065	6.82878058232527e-34	NK cells	ENSMMUG00000050761
UBE2I1	3.37049494558249e-38	0.409269075718362	0.577	0.453	7.23375625220913e-34	NK cells	UBE2I
SMARCA24	5.16677615356906e-38	0.473786309067451	0.45	0.319	1.10889349807899e-33	NK cells	SMARCA2
CSNK1G25	5.87028213208647e-38	0.484951986442661	0.389	0.254	1.2598799511884e-33	NK cells	CSNK1G2
APOL21	7.46563407730945e-38	0.308862248389929	0.452	0.264	1.60227438567215e-33	NK cells	APOL2
GRAP22	1.14916524063945e-37	0.27367462014346	0.145	0.052	2.46633843946039e-33	NK cells	GRAP2
RAP1GDS12	1.32788151010452e-37	0.3980109166852	0.267	0.204	2.84989929698633e-33	NK cells	RAP1GDS1
SHKBP14	1.50895428248287e-37	0.451232253253819	0.325	0.213	3.23851768106473e-33	NK cells	SHKBP1
SF3B11	2.02639004662412e-37	0.392190872410645	0.682	0.548	4.34903831806468e-33	NK cells	SF3B1
PRKD23	2.89764983762507e-37	0.412221196757728	0.235	0.099	6.21893608151093e-33	NK cells	PRKD2
TASOR1	3.46829841235526e-37	0.469194743492545	0.375	0.239	7.44366205259687e-33	NK cells	TASOR
IRF31	3.49970716649193e-37	0.416006306503214	0.376	0.304	7.51107152072497e-33	NK cells	IRF3
ISG204	3.91221899973855e-37	0.371058947644646	0.593	0.404	8.39640441723887e-33	NK cells	ISG20
LDHB4	4.43713041564743e-37	0.451705111388441	0.474	0.296	9.52296929806252e-33	NK cells	LDHB
DHRS74	6.39689279945084e-37	0.419041408760685	0.658	0.519	1.37290113261814e-32	NK cells	DHRS7
PIH1D11	6.81370748044708e-37	0.448161519386612	0.37	0.243	1.46235789945355e-32	NK cells	PIH1D1
TSC22D33	7.39158288188659e-37	0.470238994770005	0.705	0.576	1.5863815181105e-32	NK cells	TSC22D3
SLC25A421	7.87980309607254e-37	0.386505366927534	0.158	0.05	1.69116334047909e-32	NK cells	SLC25A42
UHMK16	8.25258491508968e-37	0.432208545317264	0.396	0.299	1.77116977447655e-32	NK cells	UHMK1
ENSMMUG000000451234	8.90972961928932e-37	0.372926887282959	0.788	0.646	1.91220617089187e-32	NK cells	ENSMMUG00000045123
PSIP12	1.09034296839306e-36	0.308719928739071	0.496	0.305	2.3400940787652e-32	NK cells	PSIP1
PRKDC2	1.13319809476036e-36	0.443345411880941	0.437	0.336	2.43206975097468e-32	NK cells	PRKDC
DERL12	1.16414385550578e-36	0.418449236816893	0.314	0.224	2.49848554268651e-32	NK cells	DERL1
ENSMMUG000000062063	1.2825465002935e-36	0.418194437344837	0.42	0.337	2.75260129892992e-32	NK cells	ENSMMUG00000006206
TBCC2	1.3794350130389e-36	0.44228192980419	0.369	0.249	2.96054342498408e-32	NK cells	TBCC
ARRDC23	1.40727942380933e-36	0.445512555560551	0.268	0.133	3.02030309937959e-32	NK cells	ARRDC2
HIP1R1	1.53065547260862e-36	0.368137700720495	0.149	0.045	3.28509277531261e-32	NK cells	HIP1R
CDC25B1	1.76073768917686e-36	0.306112265554321	0.184	0.07	3.77889522851137e-32	NK cells	CDC25B
HNRNPDL1	1.7680293488488e-36	0.353823613735659	0.804	0.696	3.79454458849929e-32	NK cells	HNRNPDL
VPS13B3	1.77737405673852e-36	0.460789485800443	0.274	0.151	3.81460020057221e-32	NK cells	VPS13B
TASP1	2.00501025621865e-36	0.424161878208292	0.205	0.089	4.30315301189646e-32	NK cells	TASP1
LBR2	2.07706320540578e-36	0.388453083225416	0.436	0.26	4.45779305144189e-32	NK cells	LBR
POLR3K1	2.18912025748988e-36	0.357360886785857	0.246	0.189	4.69828989662479e-32	NK cells	POLR3K
ERMP1	2.72950023468061e-36	0.345761774737078	0.131	0.041	5.85805340367153e-32	NK cells	ERMP1
PM20D22	2.73244806325495e-36	0.276736430587082	0.922	0.825	5.86438003335777e-32	NK cells	PM20D2
PRPF4B1	3.44414453863168e-36	0.414810397654552	0.601	0.468	7.39182300881131e-32	NK cells	PRPF4B
PRKCA1	3.49204208706165e-36	0.369718765340799	0.124	0.038	7.49462072725171e-32	NK cells	PRKCA
KLHL232	4.08820858256353e-36	0.373181815638916	0.67	0.523	8.77411325989784e-32	NK cells	KLHL23
CHST113	4.32108708334787e-36	0.432080289563096	0.246	0.109	9.27391709828119e-32	NK cells	CHST11
ACAP27	5.03755277072645e-36	0.410200684321257	0.599	0.433	1.08115957565331e-31	NK cells	ACAP2
PIGT1	5.2908599084854e-36	0.32156616125659	0.255	0.231	1.13552435355914e-31	NK cells	PIGT
YPEL33	5.83706267066657e-36	0.409650702876601	0.73	0.597	1.25275039037846e-31	NK cells	YPEL3
CNOT6L2	6.11475698748166e-36	0.463547564094883	0.243	0.125	1.31234914465331e-31	NK cells	CNOT6L
REST1	6.37524938140476e-36	0.446551130574041	0.276	0.191	1.36825602223709e-31	NK cells	REST
TADA31	7.38453222010353e-36	0.402917469299503	0.323	0.244	1.58486830507862e-31	NK cells	TADA3
PABPC110	8.15519384590716e-36	0.294825393871237	0.845	0.681	1.7502677032086e-31	NK cells	PABPC1
SP41	8.74608752500815e-36	0.419074577956376	0.198	0.083	1.87708530461725e-31	NK cells	SP4
LPIN13	1.08205766840241e-35	0.40255793876404	0.184	0.072	2.32231216792526e-31	NK cells	LPIN1
AIM28	1.1473918646896e-35	0.403526198198735	0.396	0.223	2.46253241999683e-31	NK cells	AIM2
LSM14A2	1.18867159494276e-35	0.411207714415828	0.51	0.389	2.55112697706614e-31	NK cells	LSM14A
RNF112	1.40727386739e-35	0.415101091221061	0.339	0.253	3.02029117419242e-31	NK cells	RNF11
ENSMMUG000000125232	1.47640749486577e-35	0.380438765238256	0.165	0.062	3.16866576548092e-31	NK cells	ENSMMUG00000012523
ENSMMUG000000527924	1.655291909703e-35	0.460849602464614	0.293	0.185	3.55258749660457e-31	NK cells	ENSMMUG00000052792
MPZL12	1.74032355349595e-35	0.431055217499417	0.37	0.284	3.73508241051301e-31	NK cells	MPZL1
PREP1	1.81332669450009e-35	0.423042547190634	0.197	0.105	3.89176175173608e-31	NK cells	PREP
MAP2K63	1.87641510702158e-35	0.37141678040228	0.149	0.046	4.02716210268971e-31	NK cells	MAP2K6
SMARCA46	2.19052017328359e-35	0.314690229736088	0.253	0.227	4.70129439590124e-31	NK cells	SMARCA4
ADGRG55	2.45637418427467e-35	0.401738932954209	0.152	0.052	5.2718702742903e-31	NK cells	ADGRG5
ENSMMUG000000496841	2.75127405217616e-35	0.477087796281156	0.241	0.107	5.90478437078048e-31	NK cells	ENSMMUG00000049684
VRK11	3.01178865032344e-35	0.438639703035889	0.211	0.105	6.46390080132416e-31	NK cells	VRK1
SF3B22	3.29486664018588e-35	0.39422705430243	0.582	0.482	7.07144278316693e-31	NK cells	SF3B2
KIF13B5	4.00327669853254e-35	0.465024657882838	0.218	0.115	8.59183245039053e-31	NK cells	KIF13B
SNRPB1	4.17747357035802e-35	0.381950943576562	0.575	0.481	8.96569377670238e-31	NK cells	SNRPB
